2024-02-29T12:51:23.982Z	NEW WS	GD001	127.0.0.1:60838
2024-02-29T12:52:55.276Z	NEW WS	WBX332442	127.0.0.1:60903
2024-02-29T13:12:40.304Z	REQ IN	0	127.0.0.1:60903	[2,"4043b11e-96be-49b4-bcc5-d0460d58eeda","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:12:39Z"}],"seqNo":22,"timestamp":"2024-02-29T13:12:39.653Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:12:40.313Z	RES OUT	0	127.0.0.1:60903	[3,"4043b11e-96be-49b4-bcc5-d0460d58eeda",{}]
2024-02-29T13:12:50.303Z	REQ IN	0	127.0.0.1:60903	[2,"8639ea93-709a-4ee3-8581-754fba85ecaf","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:12:49Z"}],"seqNo":23,"timestamp":"2024-02-29T13:12:49.667Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:12:50.313Z	RES OUT	0	127.0.0.1:60903	[3,"8639ea93-709a-4ee3-8581-754fba85ecaf",{}]
2024-02-29T13:13:00.305Z	REQ IN	0	127.0.0.1:60903	[2,"137bffee-0200-42e2-8b84-66490701c575","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:12:59Z"}],"seqNo":24,"timestamp":"2024-02-29T13:12:59.676Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:13:00.317Z	RES OUT	0	127.0.0.1:60903	[3,"137bffee-0200-42e2-8b84-66490701c575",{}]
2024-02-29T13:13:10.372Z	REQ IN	0	127.0.0.1:60903	[2,"60d26a87-6dba-40f3-b82e-f156a22ffd2b","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:13:09Z"}],"seqNo":25,"timestamp":"2024-02-29T13:13:09.684Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:13:10.386Z	RES OUT	0	127.0.0.1:60903	[3,"60d26a87-6dba-40f3-b82e-f156a22ffd2b",{}]
2024-02-29T13:13:20.421Z	REQ IN	0	127.0.0.1:60903	[2,"9623b468-aae4-4083-b780-f9b44882f505","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:13:19Z"}],"seqNo":26,"timestamp":"2024-02-29T13:13:19.721Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:13:20.431Z	RES OUT	0	127.0.0.1:60903	[3,"9623b468-aae4-4083-b780-f9b44882f505",{}]
2024-02-29T13:13:25.116Z	ERR IN	-	127.0.0.1:60903	47r99nA5228pMAQ1hzYpb6CzxrG3xf => NotSupported
2024-02-29T13:13:30.442Z	REQ IN	0	127.0.0.1:60903	[2,"31aac5fe-22a9-4dfd-8466-2a704d49914e","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:13:29Z"}],"seqNo":27,"timestamp":"2024-02-29T13:13:29.778Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:13:30.454Z	RES OUT	0	127.0.0.1:60903	[3,"31aac5fe-22a9-4dfd-8466-2a704d49914e",{}]
2024-02-29T13:13:40.469Z	REQ IN	0	127.0.0.1:60903	[2,"17b472ce-cfdc-438d-8a2b-6ede09d235b9","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:13:39Z"}],"seqNo":28,"timestamp":"2024-02-29T13:13:39.813Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:13:40.479Z	RES OUT	0	127.0.0.1:60903	[3,"17b472ce-cfdc-438d-8a2b-6ede09d235b9",{}]
2024-02-29T13:13:50.463Z	REQ IN	0	127.0.0.1:60903	[2,"6f1d72a6-aafb-45fa-8191-f41fb1f4c772","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:13:49Z"}],"seqNo":29,"timestamp":"2024-02-29T13:13:49.825Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:13:50.476Z	RES OUT	0	127.0.0.1:60903	[3,"6f1d72a6-aafb-45fa-8191-f41fb1f4c772",{}]
2024-02-29T13:14:00.479Z	REQ IN	0	127.0.0.1:60903	[2,"2fd3208c-ff47-43c0-848c-5d85f663a52a","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:13:59Z"}],"seqNo":30,"timestamp":"2024-02-29T13:13:59.837Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:14:00.489Z	RES OUT	0	127.0.0.1:60903	[3,"2fd3208c-ff47-43c0-848c-5d85f663a52a",{}]
2024-02-29T13:14:04.946Z	ERR IN	-	127.0.0.1:60903	MQ15htSS54QCzpvGMW5Mfx9r69pp34 => NotSupported
2024-02-29T13:14:10.511Z	REQ IN	0	127.0.0.1:60903	[2,"172d272f-02ef-425c-93f3-8c7cd1db6c9b","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:14:10Z"}],"seqNo":31,"timestamp":"2024-02-29T13:14:09.908Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
